,correct_sentence,wrong_sentence
6813,나는 선생님을 믿겠더라.,나는선생님을믿겠더라.
6814,철수가 돈을 보낸 것은 김 사장이다.,철수가돈을보낸것은김사장이다.
6815,제발 한 번 더 기회를 줘.,제발한번더기회를줘.
6816,제발 두 번 더 기회를 줘.,제발두번더기회를줘.
6817,"유관순 열사는 옥중에서 숨이 졌고, 안중근 의사는 형장에서 그랬어.","유관순열사는옥중에서숨이졌고,안중근의사는형장에서그랬어."
6818,"유관순 열사는 옥중에서 숨이 졌고, 안중근 의사는 형장에서 숨이 그랬어.","유관순열사는옥중에서숨이졌고,안중근의사는형장에서숨이그랬어."
6819,철수는 나와 관계가 있다.,철수는나와관계가있다.
6820,철수에게는 나와 관계가 있다.,철수에게는나와관계가있다.
6821,영희가 얼음이 녹게 했다.,영희가얼음이녹게했다.
6822,귤화위지는 사람이 주위 환경에 따라 달라진다는 뜻이다.,귤화위지는사람이주위환경에따라달라진다는뜻이다.
6823,귤화위지가 사람이 주위 환경에 따라 달라진다는 뜻이다.,귤화위지가사람이주위환경에따라달라진다는뜻이다.
6824,매우 철수는 영희에게 사과를 많이 주었다.,매우철수는영희에게사과를많이주었다.
6825,길동이가 맥주를 집에서 한 병 마셨다.,길동이가맥주를집에서한병마셨다.
6826,"길동이가 맥주, 집에서 한 병 마셨다.","길동이가맥주,집에서한병마셨다."
6827,"나는 그에게 집에 가느냐는 질문, 질의를 했다.","나는그에게집에가느냐는질문,질의를했다."
6828,나는 그에게 집에 가는 질문을 했다.,나는그에게집에가는질문을했다.
6829,당신만을 사랑해.,당신만을사랑해.
6830,당신을만 사랑해.,당신을만사랑해.
6831,철수가 의도적으로 학교에 오지를 않았다.,철수가의도적으로학교에오지를않았다.
6832,철수가 의도적으로 학교에 오지가 않았다.,철수가의도적으로학교에오지가않았다.
6833,너도 철이가 피리를 부는 것을 들었지?,너도철이가피리를부는것을들었지?
6834,너도 철이가 피리를 부르기를 들었지?,너도철이가피리를부르기를들었지?
6835,"나는 제주도, 그 아름다운 섬을 잊어본 적이 없어.","나는제주도,그아름다운섬을잊어본적이없어."
6836,"나는 제주도를, 그 아름다운 섬을 잊어본 적이 없어.","나는제주도를,그아름다운섬을잊어본적이없어."
6837,그는 직원들의 등을 두들겨 주었다.,그는직원들의등을두들겨주었다.
6838,그는 직원들의 등을 두들기고 주었다.,그는직원들의등을두들기고주었다.
6839,아무리 바빠도 가 줄 거지.,아무리바빠도가줄거지.
6840,아무리 바빠도 가만 줄 거지.,아무리바빠도가만줄거지.
6841,600번 버스가 우리 집 앞을 다닌다.,600번버스가우리집앞을다닌다.
6842,600번 버스가 우리 집 앞을 다녀갔다.,600번버스가우리집앞을다녀갔다.
6843,선생님께서 철수가 책을 읽히셨다.,선생님께서철수가책을읽히셨다.
6844,네가 자신에게 투표했다. ,네가자신에게투표했다.
6845,네가 자기에게 투표했다.,네가자기에게투표했다.
6846,이제 떠나시지 뭡니까.,이제떠나시지뭡니까.
6847,이제 떠나시지 뭘.,이제떠나시지뭘.
6848,민천식은 박물관에도 잠시 적을 두었다.,민천식은박물관에도잠시적을두었다.
6849,민천식은 적을 박물관에도 잠시 두었다.,민천식은적을박물관에도잠시두었다.
6850,열심히 공부했기에 좋은 성적을 받았다.,열심히공부했기에좋은성적을받았다.
6851,열심히 공부하느라고 좋은 성적을 받았다.,열심히공부하느라고좋은성적을받았다.
6852,"네가 학교에 가더니, 바로 집으로 돌아왔다.","네가학교에가더니,바로집으로돌아왔다."
6853,"내가 학교에 가더니, 바로 집으로 돌아왔다.","내가학교에가더니,바로집으로돌아왔다."
6854,늦잠을 자서 지각했어요.,늦잠을자서지각했어요.
6855,늦잠을 잤으니까 지각했어요.,늦잠을잤으니까지각했어요.
6856,빨간색이 나을 거여도 사지 마라.,빨간색이나을거여도사지마라.
6857,이 책상 학교에다가 갖다 둬.,이책상학교에다가갖다둬.
6858,이 책상 학교다가 갖다 둬.,이책상학교다가갖다둬.
6859,철수가 그랬어.,철수가그랬어.
6860,철수 그랬어.,철수그랬어.
6861,그 떡이 먹음직하다.,그떡이먹음직하다.
6862,그 떡을 먹음직하다.,그떡을먹음직하다.
6863,"환자분, 주사 한번 맞으실게요.","환자분,주사한번맞으실게요."
6864,"환자분, 주사 한번 놓으실게요.","환자분,주사한번놓으실게요."
6865,두 번 다시 기회는 없다.,두번다시기회는없다.
6866,두 번 더 기회는 없다.,두번더기회는없다.
6867,계속 그런 행동을 하니 그쪽이 계속 사람들한테 오해를 받잖아요.,계속그런행동을하니그쪽이계속사람들한테오해를받잖아요.
6868,계속 그런 행동을 하니 그쪽에서 계속 사람들한테 오해를 받잖아요.,계속그런행동을하니그쪽에서계속사람들한테오해를받잖아요.
6869,제가 음식 재료를 사 갈게요.,제가음식재료를사갈게요.
6870,제가 음식 재료를 사 가실게요.,제가음식재료를사가실게요.
6871,민수는 소파에 편히 앉아 가지고 있다.,민수는소파에편히앉아가지고있다.
6872,민수는 소파에 앉아 편히 가지고 있다.,민수는소파에앉아편히가지고있다.
6873,철수는 영희를 보고 장미꽃이라고 부르곤 하였다.,철수는영희를보고장미꽃이라고부르곤하였다.
6874,철수는 영희를 많이 보고 장미꽃이라고 부르곤 하였다.,철수는영희를많이보고장미꽃이라고부르곤하였다.
6875,이 책은 그이가 쓴 것으로서 일반 대중도 많이 읽었다.,이책은그이가쓴것으로서일반대중도많이읽었다.
6876,담임 선생님께서 교장 선생님이 되셨다.,담임선생님께서교장선생님이되셨다.
6877,담임 선생님께서 교장 선생님께서 되셨다.,담임선생님께서교장선생님께서되셨다.
6878,밥을 먹어서 배가 불렀다.,밥을먹어서배가불렀다.
6879,밥을 먹었어서 배가 불렀다.,밥을먹었어서배가불렀다.
6880,철수가 그분이 공부를 잘하시게 책을 많이 사 왔다.,철수가그분이공부를잘하시게책을많이사왔다.
6881,서울이 홍수에 도심이 휩쓸렸다.,서울이홍수에도심이휩쓸렸다.
6882,서울이 홍수에 도심을 휩쓸렸다.,서울이홍수에도심을휩쓸렸다.
6883,헌 옷을 입어도 영희가 여간 예쁘지 않다.,헌옷을입어도영희가여간예쁘지않다.
6884,새 옷을 입어도 영희가 여간 예쁘지 않다.,새옷을입어도영희가여간예쁘지않다.
6885,후퇴하는 것은 하나의 전략일 수 있다.,후퇴하는것은하나의전략일수있다.
6886,후퇴하는 것은 하나의 전략일 수 있을 것이다.,후퇴하는것은하나의전략일수있을것이다.
6887,교무위원회에서 김 선생님이 그렇게 결정하셨어.,교무위원회에서김선생님이그렇게결정하셨어.
6888,교무위원회가 김 선생님이 그렇게 결정하셨어.,교무위원회가김선생님이그렇게결정하셨어.
6889,이 우산은 쉽게 접힌다.,이우산은쉽게접힌다.
6890,이 우산은 접힌다.,이우산은접힌다.
6891,행정부에서 관료들이 자기 식구들만 챙긴다.,행정부에서관료들이자기식구들만챙긴다.
6892,관료들이 행정부에서 자기 식구들만 챙긴다.,관료들이행정부에서자기식구들만챙긴다.
6893,아무것도 교실에 있지 않았다.,아무것도교실에있지않았다.
6894,아무것이 교실에 있지 않았다.,아무것이교실에있지않았다.
6895,오늘은 좋은 일이 생길는지 아침부터 까치가 운다.,오늘은좋은일이생길는지아침부터까치가운다.
6896,오늘은 좋은 일이 생길지 아침부터 까치가 운다.,오늘은좋은일이생길지아침부터까치가운다.
6897,철우가 미래를 위해 일해쌓는 모습을 보면 참 기특하다.,철우가미래를위해일해쌓는모습을보면참기특하다.
6898,철우가 미래를 위해 일해대는 모습을 보면 참 기특하다.,철우가미래를위해일해대는모습을보면참기특하다.
6899,도와주셔서 감사합니다.,도와주셔서감사합니다.
6900,도와주니까 감사합니다.,도와주니까감사합니다.
6901,개가 순이의 사과를 먹었다.,개가순이의사과를먹었다.
6902,개가 순이를 사과를 먹었다.,개가순이를사과를먹었다.
6903,나는 기차에서 그 소식을 들었다.,나는기차에서그소식을들었다.
6904,나는 기차에 그 소식을 들었다.,나는기차에그소식을들었다.
6905,침대에 누워라.,침대에누워라.
6906,침대에 눕고 있어라.,침대에눕고있어라.
6907,나는 의도적으로 철수를 그리워했다.,나는의도적으로철수를그리워했다.
6908,나는 의도적으로 철수가 그립다.,나는의도적으로철수가그립다.
6909,선생님이 꽃병을 깨뜨리지 않았다.,선생님이꽃병을깨뜨리지않았다.
6910,선생님이 꽃병을 깨뜨렸지 않다.,선생님이꽃병을깨뜨렸지않다.
6911,"여름이 와서, 날씨가 덥다.","여름이와서,날씨가덥다."
6912,"여름이 와서, 푹 쉬어라.","여름이와서,푹쉬어라."
6913,수지가 잠에서 깨자마자 전화벨이 울리기 시작했다.,수지가잠에서깨자마자전화벨이울리기시작했다.
6914,수지가 잠에서 깨기가 무섭게 전화벨이 울리기 시작했다.,수지가잠에서깨기가무섭게전화벨이울리기시작했다.
6915,철수는 자신의 처지를 걱정하고 있다.,철수는자신의처지를걱정하고있다.
6916,철수는 자신의 처지에 걱정하고 있다.,철수는자신의처지에걱정하고있다.
6917,자기가 먼저 웃고 나한테 왜 웃느냐고?,자기가먼저웃고나한테왜웃느냐고?
6918,자기가 먼저 웃어 놓았지만 나한테 왜 웃느냐고?,자기가먼저웃어놓았지만나한테왜웃느냐고?
6919,저 요즘 만나는 여자 없어요.,저요즘만나는여자없어요.
6920,제가 요즘 만나는 여자 없어요.,제가요즘만나는여자없어요.
6921,그 사람이 일을 망쳐 놨다.,그사람이일을망쳐놨다.
6922,그 사람이 일을 망쳐 뒀다.,그사람이일을망쳐뒀다.
6923,나는 논문을 거의 썼다.,나는논문을거의썼다.
6924,나는 논문을 거의씩 썼다.,나는논문을거의씩썼다.
6925,다음은 신부의 입장이 있겠습니다.,다음은신부의입장이있겠습니다.
6926,다음은 신부의 입장이 있을게요.,다음은신부의입장이있을게요.
6927,돌이는 그렇게 알고 있다.,돌이는그렇게알고있다.
6928,철수가 여간 영리하지 않다.,철수가여간영리하지않다.
6929,이런 날에는 삼겹살을 먹어 줘야지.,이런날에는삼겹살을먹어줘야지.
6930,이런 날에는 나는 삼겹살을 먹어 줘야지.,이런날에는나는삼겹살을먹어줘야지.
6931,경찰이 도둑을 잡았다.,경찰이도둑을잡았다.
6932,도둑이 경찰에게 잡게 되었다.,도둑이경찰에게잡게되었다.
6933,이분이 내가 말한 분이시오.,이분이내가말한분이시오.
6934,이분이 내가 말한 분이시요.,이분이내가말한분이시요.
6935,어머니는 성실하게 공부하신다.,어머니는성실하게공부하신다.
6936,그 사람은 그의 아버지가 부자이다.,그사람은그의아버지가부자이다.
6937,그 사람은 철수의 아버지가 부자이다.,그사람은철수의아버지가부자이다.
6938,순희의 설득 때문에 철수는 그 일을 스스로 하기로 결심했다.,순희의설득때문에철수는그일을스스로하기로결심했다.
6939,순희의 설득 때문에 철수는 그 일을 스스로가 하기로 결심했다.,순희의설득때문에철수는그일을스스로가하기로결심했다.
6940,그가 미치지 않고서는 그런 짓을 하지 않을 것이다.,그가미치지않고서는그런짓을하지않을것이다.
6941,그는 미치지 않고서는 그런 짓을 하지 않을 것이다.,그는미치지않고서는그런짓을하지않을것이다.
6942,나는 동쪽으로 갔다.,나는동쪽으로갔다.
6943,나는 동쪽에 갔다.,나는동쪽에갔다.
6944,비가 오면 이제 좀 선선하달까? 쌀쌀하달까?,비가오면이제좀선선하달까?쌀쌀하달까?
6945,비가 오면 재용이한테 이제 좀 선선하달까? 쌀쌀하달까?,비가오면재용이한테이제좀선선하달까?쌀쌀하달까?
6946,그 가수는 참 못생기다.,그가수는참못생기다.
6947,철수가 가자마자 영희가 왔다.,철수가가자마자영희가왔다.
6948,철수가 가자않자 영희가 왔다.,철수가가자않자영희가왔다.
6949,철수가 학교에 갔을 것으로 그가 추측하더라.,철수가학교에갔을것으로그가추측하더라.
6950,철수가 학교에 갔을 것으로 내가 추측하더라.,철수가학교에갔을것으로내가추측하더라.
6951,엄마가 아이에게 옷을 빨리 입게 했다.,엄마가아이에게옷을빨리입게했다.
6952,엄마는 아이를 도와주지 않고 아이에게 옷을 빨리 입혔다.,엄마는아이를도와주지않고아이에게옷을빨리입혔다.
6953,"나는 강아지의 그림을 주문했고, 그는 고양이의 그림을 주문했다.","나는강아지의그림을주문했고,그는고양이의그림을주문했다."
6954,"나는 강아지의 그림을 주문했고, 그는 고양이의 것을 주문했다.","나는강아지의그림을주문했고,그는고양이의것을주문했다."
6955,친구를 몰라봐서 미안하다고 느꼈다.,친구를몰라봐서미안하다고느꼈다.
6956,친구를 몰라보기 때문에 미안하다고 느꼈다.,친구를몰라보기때문에미안하다고느꼈다.
6957,철이가 영이를 만났기는 만났다.,철이가영이를만났기는만났다.
6958,철이가 만났기는 영이를 만났다.,철이가만났기는영이를만났다.
6959,나는 나의 고향 제주도를 잊어본 적이 없어.,나는나의고향제주도를잊어본적이없어.
6960,나는 제주도 나의 고향을 잊어본 적이 없어.,나는제주도나의고향을잊어본적이없어.
6961,왕골은 투덜대는 짱구에게서 시선을 들었다.,왕골은투덜대는짱구에게서시선을들었다.
6962,왕골은 투덜대는 짱구에게 시선을 들었다.,왕골은투덜대는짱구에게시선을들었다.
6963,요즘 젊은이들이 교양을 쌓기 위해 고전을 많이 읽는다.,요즘젊은이들이교양을쌓기위해고전을많이읽는다.
6964,교양을 쌓기 위해 요즘 젊은이들에게 고전이 많이 읽힌다.,교양을쌓기위해요즘젊은이들에게고전이많이읽힌다.
6965,고기 한 점이 귀신 천 머리를 쫓는다.,고기한점이귀신천머리를쫓는다.
6966,고기 한 점이 귀신 머리를 쫓는다.,고기한점이귀신머리를쫓는다.
6967,아침에 홍길동 씨 앞으로 편지가 왔다.,아침에홍길동씨앞으로편지가왔다.
6968,아침에 홍길동 씨 뒤로 편지가 왔다.,아침에홍길동씨뒤로편지가왔다.
6969,다시 말하면 어떤 사태의 흔적을 보고 그 사태를 추론하는 것이다.,다시말하면어떤사태의흔적을보고그사태를추론하는것이다.
6970,다시 말하니까 어떤 사태의 흔적을 보고 그 사태를 추론하는 것이다.,다시말하니까어떤사태의흔적을보고그사태를추론하는것이다.
6971,나는 자신의 나약함이 늘 부끄러웠다.,나는자신의나약함이늘부끄러웠다.
6972,너는 자신의 나약함이 늘 부끄러웠다.,너는자신의나약함이늘부끄러웠다.
6973,중국은 축구 결승전에서 우리나라를 졌다.,중국은축구결승전에서우리나라를졌다.
6974,식사 후에는 나는 졸린다.,식사후에는나는졸린다.
6975,식사 후에는 철수가 졸린다.,식사후에는철수가졸린다.
6976,"철수가 지금 노는 거지, 숙제 마는 게 아니다.","철수가지금노는거지,숙제마는게아니다."
6977,기영이는 진호에게 수진이가 우등생임을 강조한다.,기영이는진호에게수진이가우등생임을강조한다.
6978,기영이는 진호에게 수진이를 우등생임을 강조한다.,기영이는진호에게수진이를우등생임을강조한다.
6979,밥을 다 먹으니 배가 불렀다.,밥을다먹으니배가불렀다.
6980,"밥을 다 먹었으니, 배가 불렀다.","밥을다먹었으니,배가불렀다."
6981,한 번 다시 기회를 줘.,한번다시기회를줘.
6982,한 번 다시 기회는 없다.,한번다시기회는없다.
6983,지수는 사랑하던 남자와 도피 행각을 벌였다.,지수는사랑하던남자와도피행각을벌였다.
6984,지수는 사랑한 남자와 도피 행각을 벌였다.,지수는사랑한남자와도피행각을벌였다.
6985,철수가 이대로 결승점까지 가만 주면 1등이다.,철수가이대로결승점까지가만주면1등이다.
6986,철수가 이대로 결승점까지 가는 주면 1등이다.,철수가이대로결승점까지가는주면1등이다.
6987,민수와 수희가 가 버렸다.,민수와수희가가버렸다.
6988,민수를 수희가 가 버렸다.,민수를수희가가버렸다.
6989,선생님이 철수에게 조퇴를 허락을 하였다.,선생님이철수에게조퇴를허락을하였다.
6990,선생님이 철수에게 조퇴를 허락을 시켰다.,선생님이철수에게조퇴를허락을시켰다.
6991,영희가 편지를 10분 만에 썼다.,영희가편지를10분만에썼다.
6992,영수가 천재임.,영수가천재임.
6993,영수가 천재이겠음.,영수가천재이겠음.
6994,나는 철수에게 시간이 없다고 말했다.,나는철수에게시간이없다고말했다.
6995,나는 철수에게 시간을 없다고 말했다.,나는철수에게시간을없다고말했다.
6996,내가 순금의 반지를 끼었다.,내가순금의반지를끼었다.
6997,내가 순금을 반지를 끼었다.,내가순금을반지를끼었다.
6998,철수가 만난 것은 선생님이다.,철수가만난것은선생님이다.
6999,철수가 만난 것들은 선생님이다.,철수가만난것들은선생님이다.
7000,철수는 호랑이를 무서워해.,철수는호랑이를무서워해.
7001,철수에게 호랑이를 무서워해.,철수에게호랑이를무서워해.
7002,영희는 연필들을 많이 샀다.,영희는연필들을많이샀다.
7003,영희는 연필을 많이들 샀다.,영희는연필을많이들샀다.
7004,어제 5시까지 사무실에 계신 분이 김 과장이었어요?,어제5시까지사무실에계신분이김과장이었어요?
7005,어제 5시까지 사무실에 계시는 분이 김 과장이었어요?,어제5시까지사무실에계시는분이김과장이었어요?
7006,"고객님, 왼쪽으로 가실 거예요?","고객님,왼쪽으로가실거예요?"
7007,"고객님, 왼쪽으로 가실게요?","고객님,왼쪽으로가실게요?"
7008,철수가 황소에게 허리를 받혔다.,철수가황소에게허리를받혔다.
7009,철수가 황소에게 영희의 팔을 받혔다.,철수가황소에게영희의팔을받혔다.
7010,한라산 단풍이 설악산보다 더 아름답다.,한라산단풍이설악산보다더아름답다.
7011,한라산 단풍이 설악산보다 덜 아름답다.,한라산단풍이설악산보다덜아름답다.
7012,나뭇잎이 바싹 말라죽는다.,나뭇잎이바싹말라죽는다.
7013,나뭇잎이 바싹 말라서 죽는다.,나뭇잎이바싹말라서죽는다.
7014,집에 가는 때 길에서 친구를 만났어요.,집에가는때길에서친구를만났어요.
7015,"길동 님, 들어오시지요.","길동님,들어오시지요."
7016,"길동 님, 들어오게.","길동님,들어오게."
7017,체신부는 이러한 사실을 부인하고 있다.,체신부는이러한사실을부인하고있다.
7018,체신부는 이러한 사실을 가지고 부인하고 있다.,체신부는이러한사실을가지고부인하고있다.
7019,돌이는 그렇게 알고 있는 것처럼 보인다.,돌이는그렇게알고있는것처럼보인다.
7020,나는 그렇게 알고 있는 것처럼 보인다.,나는그렇게알고있는것처럼보인다.
7021,어머니께서 이불을 빠셔 가지고 햇볕에 말리셨다.,어머니께서이불을빠셔가지고햇볕에말리셨다.
7022,어머니께서 이불을 빨아 가지시고 햇볕에 말리셨다.,어머니께서이불을빨아가지시고햇볕에말리셨다.
7023,제보된 사례 19건 중 16건을 조사하니 대부분 사실과 다른 것으로 확인됐다.,제보된사례19건중16건을조사하니대부분사실과다른것으로확인됐다.
7024,제보된 사례 19건 중 16건을 조사한 나머지 대부분 사실과 다른 것으로 확인됐다.,제보된사례19건중16건을조사한나머지대부분사실과다른것으로확인됐다.
7025,영수가 어느 책이 철수 책이냐고 끈질기게 묻더군.,영수가어느책이철수책이냐고끈질기게묻더군.
7026,영수가 어느 책이 철수 책이냐 끈질기게 묻더군.,영수가어느책이철수책이냐끈질기게묻더군.
7027,나는 고향을 가진 친구들이 제일 부럽단다.,나는고향을가진친구들이제일부럽단다.
7028,나는 고향을 가진 친구들이 제일 부럽다 한다.,나는고향을가진친구들이제일부럽다한다.
7029,"김 교수님이 매년 어떤 단체에 기부를 하시는 것 같은데, 그게 어느 단체인지 몰라.","김교수님이매년어떤단체에기부를하시는것같은데,그게어느단체인지몰라."
7030,"김 교수님이 매년 어떤 단체에 기부를 하시는 것 같은데, 그게 어느 단체에인지 몰라.","김교수님이매년어떤단체에기부를하시는것같은데,그게어느단체에인지몰라."
7031,"김대희 형님, 내일 좀 오시지요.","김대희형님,내일좀오시지요."
7032,"김대희 형님, 내일 좀 오게.","김대희형님,내일좀오게."
7033,동네에 한 할아버지가 있었다. 그가 고향을 방문했을 때는 이미 매우 늙었었다.,동네에한할아버지가있었다.그가고향을방문했을때는이미매우늙었었다.
7034,동네에 한 할아버지가 있었다. 그가 고향을 방문했을 때는 이미 매우 늙었다.,동네에한할아버지가있었다.그가고향을방문했을때는이미매우늙었다.
7035,책을 오래 보았더니 눈이 아프다.,책을오래보았더니눈이아프다.
7036,좀 많이 도와주라.,좀많이도와주라.
7037,조금 많이 도와주라.,조금많이도와주라.
7038,영이는 철수에게서 떠났다.,영이는철수에게서떠났다.
7039,영이는 철수에게 떠났다.,영이는철수에게떠났다.
7040,아들이 아버지 재산을 모두 들어 먹었다.,아들이아버지재산을모두들어먹었다.
7041,아들이 아버지 재산을 모두 들었다.,아들이아버지재산을모두들었다.
7042,그는 그 말이 사실임을 믿더라.,그는그말이사실임을믿더라.
7043,나는 그 말이 사실임을 믿더라.,나는그말이사실임을믿더라.
7044,영희가 식당에 나가야 비로소 철수가 사법 시험에 합격했다.,영희가식당에나가야비로소철수가사법시험에합격했다.
7045,너는 기어이 그 여자와 결혼을 하겠니?,너는기어이그여자와결혼을하겠니?
7046,나는 기어이 그 여자와 결혼을 하겠니?,나는기어이그여자와결혼을하겠니?
7047,비가 오려고 해요.,비가오려고해요.
7048,비가 오려고요.,비가오려고요.
7049,나는 우리 반에서 크고 가장 싶었다.,나는우리반에서크고가장싶었다.
7050,이 시술을 받은 후에는 피부에 좀 열감이 느껴지실 거예요.,이시술을받은후에는피부에좀열감이느껴지실거예요.
7051,이 시술을 받은 후에는 피부에 좀 열감이 느껴지실게요.,이시술을받은후에는피부에좀열감이느껴지실게요.
7052,영희는 고무줄을 손에서 놓았다.,영희는고무줄을손에서놓았다.
7053,영희는 고무줄을 손에서 두었다.,영희는고무줄을손에서두었다.
7054,그 노래 말고 다른 노래 좀 해 봐요.,그노래말고다른노래좀해봐요.
7055,그 노래 말고도 다른 노래 좀 해 봐요.,그노래말고도다른노래좀해봐요.
7056,나에게 철수가 무서운 이유는 그 잔인한 성격 때문이야.,나에게철수가무서운이유는그잔인한성격때문이야.
7057,요즘 대학생들은 외국에 살아 본 경험이 많이들 있거든요.,요즘대학생들은외국에살아본경험이많이들있거든요.
7058,요즘 대학생들한테는 외국에 살아 본 경험이 많이들 있거든요.,요즘대학생들한테는외국에살아본경험이많이들있거든요.
7059,요즘은 아무가 대학에 간다.,요즘은아무가대학에간다.
7060,영희가 이미 새총으로 철수를 쏘았다.,영희가이미새총으로철수를쏘았다.
7061,그때 영희가 이미 새총으로 철수를 쏘았다.,그때영희가이미새총으로철수를쏘았다.
7062,버스는 시간이 많이 걸리니까 지하철을 탑시다.,버스는시간이많이걸리니까지하철을탑시다.
7063,버스는 시간이 많이 걸려서 지하철을 탑시다.,버스는시간이많이걸려서지하철을탑시다.
7064,누굴요? 철수를 보낸다고요?,누굴요?철수를보낸다고요?
7065,누굴이요? 철수를 보낸다고요?,누굴이요?철수를보낸다고요?
7066,"그가 학교에 갔더니, 그때 그곳에는 아무도 없더라고 했다.","그가학교에갔더니,그때그곳에는아무도없더라고했다."
7067,"내가 학교에 갔더니, 그때 그곳에는 아무도 없더라고 했다.","내가학교에갔더니,그때그곳에는아무도없더라고했다."
7068,너는 내 눈을 들여다보며 행복한 듯 웃곤 했었다.,너는내눈을들여다보며행복한듯웃곤했었다.
7069,너는 내 눈을 들여다보았으며 행복한 듯 웃곤 했었다.,너는내눈을들여다보았으며행복한듯웃곤했었다.
7070,의사가 환자에게 피를 추출했다.,의사가환자에게피를추출했다.
7071,"선생님께 그 책이 재미있으셨다니, 저에게도 빌려주세요.","선생님께그책이재미있으셨다니,저에게도빌려주세요."
7072,"선생님께 그 책이 재미있으셔서, 모든 시리즈를 구입하셨다.","선생님께그책이재미있으셔서,모든시리즈를구입하셨다."
7073,선생님! 안녕하십니까?,선생님!안녕하십니까?
7074,선생님이여! 안녕하십니까?,선생님이여!안녕하십니까?
7075,영희가 머리를 새로 하니 예뻐졌다.,영희가머리를새로하니예뻐졌다.
7076,영희가 머리를 새로 하니 예뻐진다.,영희가머리를새로하니예뻐진다.
7077,나는 영희가 아무리 화를 내어도 상관없다.,나는영희가아무리화를내어도상관없다.
7078,그는 영희가 아무리 화를 내어도 상관없다.,그는영희가아무리화를내어도상관없다.
7079,"대희 형님, 내일 좀 오세요.","대희형님,내일좀오세요."
7080,"대희 형님, 내일 좀 오게.","대희형님,내일좀오게."
7081,아버지에게 돈이 있다.,아버지에게돈이있다.
7082,아버지에게 돈이 계신다.,아버지에게돈이계신다.
7083,물은 셀프입니다.,물은셀프입니다.
7084,나는 철수를 안 만났다 싶었다.,나는철수를안만났다싶었다.
7085,나는 철수를 가장 만났다 싶었다.,나는철수를가장만났다싶었다.
7086,식사만으로 체중을 줄이고자 하는 것은 효과적이 아니다.,식사만으로체중을줄이고자하는것은효과적이아니다.
7087,식사만으로 체중을 줄였고자 하는 것은 효과적이 아니다.,식사만으로체중을줄였고자하는것은효과적이아니다.
7088,"철수는 오늘 학교에 안 왔으니까, 아픈 게 틀림없어.","철수는오늘학교에안왔으니까,아픈게틀림없어."
7089,철수가 방 안에서 꼼짝 않는다.,철수가방안에서꼼짝않는다.
7090,철수가 방 안에서 않는다.,철수가방안에서않는다.
7091,내가 철수에게 전화를 합디다.,내가철수에게전화를합디다.
7092,"정부가 어떤 지역을 신도시로 선정할 거라는데, 그게 어느 지역일지 짐작이 가니?","정부가어떤지역을신도시로선정할거라는데,그게어느지역일지짐작이가니?"
7093,"정부가 어떤 지역을 신도시로 선정할 거라는데, 그게 어느 지역을인지 짐작이 가니?","정부가어떤지역을신도시로선정할거라는데,그게어느지역을인지짐작이가니?"
7094,부자는 철수만이다.,부자는철수만이다.
7095,철수는 부자만이다.,철수는부자만이다.
7096,"응, 커피는 마셨어.","응,커피는마셨어."
7097,"응, 커피가 마셨어.","응,커피가마셨어."
7098,"대희야, 내일 좀 와라.","대희야,내일좀와라."
7099,"대희야, 내일 좀 오십시오.","대희야,내일좀오십시오."
7100,영희가 회의에 참석하러 갔다.,영희가회의에참석하러갔다.
7101,영희가 회의에 참석을 갔다.,영희가회의에참석을갔다.
7102,지금 스케줄을 보니 이번 주는 어려울 것 같네요. 다시 전화드릴게요.,지금스케줄을보니이번주는어려울것같네요.다시전화드릴게요.
7103,지금 스케줄을 보니 이번 주는 어려울 것 같네요. 다시 전화드릴 거예요.,지금스케줄을보니이번주는어려울것같네요.다시전화드릴거예요.
7104,경기 침체로 말미암아 기업들이 투자 규모를 줄입니다.,경기침체로말미암아기업들이투자규모를줄입니다.
7105,경기 침체로 말미암아 기업들이 투자 규모를 줄이세요.,경기침체로말미암아기업들이투자규모를줄이세요.
7106,내일은 남부 지방을 중심으로 비가 내릴게요.,내일은남부지방을중심으로비가내릴게요.
7107,비가 내릴 때 우리는 집으로 달려갔다.,비가내릴때우리는집으로달려갔다.
7108,비가 내리는 때 우리는 집으로 달려갔다.,비가내리는때우리는집으로달려갔다.
7109,아침밥을 먹도록 한다.,아침밥을먹도록한다.
7110,아침밥을 먹었도록 한다.,아침밥을먹었도록한다.
7111,그 사람 정말 안됐었다.,그사람정말안됐었다.
7112,그 사람 정말 안되다.,그사람정말안되다.
7113,영이는 내일 산에 간다.,영이는내일산에간다.
7114,영이는 내일 산 간다.,영이는내일산간다.
7115,영이가 영어를 열심히 공부한다.,영이가영어를열심히공부한다.
7116,할아버지가 어제 십 년 동안 키우신 강아지가 돌아가셨다.,할아버지가어제십년동안키우신강아지가돌아가셨다.
7117,저 사람이 도둑인지 분명하지 않다.,저사람이도둑인지분명하지않다.
7118,저 사람이 도둑이 분명하지 않다.,저사람이도둑이분명하지않다.
7119,"아드님, 물이 차가워요.","아드님,물이차가워요."
7120,"아드님, 물이 차가워.","아드님,물이차가워."
7121,철수는 집에 갔으면 했다.,철수는집에갔으면했다.
7122,철수는 집에 가면 했다.,철수는집에가면했다.
7123,나는 사소한 일에도 신경이 가더라.,나는사소한일에도신경이가더라.
7124,너는 사소한 일에도 신경이 가더라.,너는사소한일에도신경이가더라.
